system,CO-atop,d-dos height,d-dos height2,d-dos position,d-dos position2,d-dos width,d-dos width2,p-dos height,p-dos height2,p-dos position,p-dos position2,p-dos width,p-dos width2,s-dos height,s-dos height2,s-dos position,s-dos position2,s-dos width,s-dos width2,efermi
Rh0.9Ag0.1_111,-1.690 ,1424.016 ,947.162 ,-3.166 ,-0.765 ,2.446 ,0.861 ,68.920 ,54.210 ,-3.065 ,1.539 ,2.598 ,1.210 ,128.912 ,28.851 ,-6.052 ,-3.387 ,1.223 ,1.103 ,-0.888 
Rh0.8Ir0.2_111,-1.828 ,1624.581 ,1509.543 ,-3.169 ,-0.558 ,1.681 ,1.137 ,88.250 ,66.523 ,-2.982 ,-5.495 ,1.547 ,1.383 ,143.072 ,38.227 ,-6.268 ,-3.127 ,1.538 ,0.886 ,-0.647 
Rh0.75Ir0.25_111,-1.534 ,1588.448 ,1470.874 ,-3.174 ,-0.511 ,1.707 ,1.163 ,54.391 ,51.899 ,-3.050 ,-5.461 ,1.189 ,1.340 ,148.517 ,42.169 ,-6.347 ,-3.144 ,1.419 ,1.120 ,-0.612 
Rh0.95Ir0.05_111,-1.618 ,1759.114 ,1610.499 ,-3.174 ,-0.652 ,1.726 ,1.054 ,91.286 ,51.294 ,-2.962 ,-5.597 ,2.207 ,1.012 ,167.575 ,41.963 ,-6.039 ,-3.191 ,1.186 ,1.031 ,-0.744 
Rh0.85Ir0.15_111,-1.604 ,1682.984 ,1549.491 ,-3.176 ,-0.593 ,1.717 ,1.102 ,92.699 ,48.094 ,-2.972 ,-5.691 ,2.260 ,1.124 ,151.452 ,39.618 ,-6.179 ,-3.150 ,1.406 ,0.931 ,-0.689 
Rh0.85Ag0.15_111,-1.631 ,1417.558 ,913.655 ,-3.176 ,-0.837 ,2.471 ,0.844 ,67.974 ,53.789 ,-3.106 ,1.450 ,2.593 ,1.202 ,105.011 ,34.753 ,-6.191 ,-3.689 ,1.083 ,3.466 ,-0.926 
Rh0.9Ir0.1_111,-1.625 ,1701.761 ,1569.016 ,-3.177 ,-0.618 ,1.704 ,1.091 ,91.527 ,47.453 ,-2.984 ,-5.661 ,2.301 ,1.050 ,155.942 ,40.061 ,-6.128 ,-3.165 ,1.330 ,0.949 ,-0.708 
Rh0.95Ag0.05_111,-1.619 ,1457.285 ,1297.941 ,-3.180 ,-0.706 ,1.783 ,1.027 ,72.074 ,36.674 ,-2.983 ,-5.565 ,2.351 ,0.978 ,137.118 ,33.215 ,-5.981 ,-3.230 ,1.163 ,1.064 ,-0.800 
Rh0.7Ir0.3_111,-1.585 ,1571.226 ,1456.831 ,-3.181 ,-0.496 ,1.697 ,1.178 ,54.611 ,52.002 ,-3.060 ,-5.486 ,1.184 ,1.333 ,142.485 ,37.658 ,-6.443 ,-3.080 ,1.628 ,0.984 ,-0.593 
Rh0.95Au0.05_111,-1.628 ,1778.406 ,1631.242 ,-3.184 ,-0.732 ,1.691 ,1.037 ,87.941 ,41.792 ,-3.044 ,-5.597 ,2.434 ,0.949 ,164.161 ,39.451 ,-6.016 ,-3.250 ,1.201 ,0.988 ,-0.805 
Pd0.2Ir0.8_111,-1.745 ,1361.260 ,588.737 ,-3.187 ,-0.113 ,3.413 ,0.924 ,96.435 ,53.687 ,-3.463 ,2.112 ,3.214 ,1.624 ,154.370 ,35.301 ,-7.123 ,-3.513 ,1.701 ,0.979 ,-0.439 
Rh0.95Pt0.05_111,-1.691 ,1763.070 ,1606.208 ,-3.187 ,-0.684 ,1.757 ,1.032 ,89.576 ,48.420 ,-2.996 ,-5.617 ,2.257 ,0.996 ,165.330 ,41.104 ,-6.049 ,-3.224 ,1.191 ,1.026 ,-0.770 
Rh0.95Pd0.05_111,-1.611 ,1487.154 ,1339.448 ,-3.191 ,-0.700 ,1.757 ,1.032 ,74.479 ,42.203 ,-2.982 ,-5.578 ,2.199 ,0.981 ,143.401 ,36.913 ,-6.002 ,-3.169 ,1.115 ,1.122 ,-0.788 
Rh0.8Cu0.2_111,-1.639 ,2039.400 ,715.529 ,-3.216 ,-0.869 ,2.637 ,0.677 ,87.274 ,65.512 ,-3.308 ,1.455 ,2.460 ,1.591 ,158.158 ,35.125 ,-6.122 ,-3.367 ,1.292 ,0.863 ,-1.001 
Rh0.9Pt0.1_111,-1.633 ,1678.751 ,1551.489 ,-3.237 ,-0.739 ,1.720 ,1.062 ,84.682 ,62.173 ,-3.095 ,1.820 ,2.398 ,1.596 ,149.292 ,38.920 ,-6.132 ,-3.206 ,1.308 ,0.970 ,-0.793 
Rh0.85Cu0.15_111,-1.625 ,2367.122 ,944.190 ,-3.241 ,-1.316 ,2.356 ,0.660 ,83.360 ,67.258 ,-3.398 ,0.801 ,2.352 ,1.108 ,153.749 ,40.721 ,-5.903 ,-2.907 ,1.256 ,1.531 ,-1.390 
Rh0.9Pd0.1_111,-1.621 ,1791.247 ,1577.629 ,-3.242 ,-0.781 ,1.786 ,1.009 ,68.278 ,63.569 ,-5.356 ,1.772 ,1.198 ,1.167 ,168.626 ,39.825 ,-6.021 ,-3.275 ,1.112 ,1.083 ,-0.846 
Rh0.85Pt0.15_111,-1.710 ,1678.862 ,1543.813 ,-3.263 ,-0.745 ,1.764 ,1.054 ,85.205 ,62.029 ,-3.132 ,1.789 ,2.428 ,1.575 ,145.618 ,37.726 ,-6.233 ,-3.264 ,1.395 ,0.933 ,-0.794 
Rh0.25Ir0.75_111,-1.709 ,1370.715 ,1239.522 ,-3.263 ,0.194 ,1.288 ,0.942 ,99.440 ,17.644 ,-3.218 ,-6.318 ,3.661 ,1.026 ,156.815 ,37.824 ,-7.024 ,-3.331 ,1.729 ,0.988 ,-0.285 
Rh0.8Ag0.2_111,-1.652 ,1945.349 ,1171.605 ,-3.265 ,-1.316 ,2.244 ,0.763 ,77.588 ,62.564 ,-3.598 ,0.849 ,2.842 ,1.060 ,120.825 ,42.315 ,-6.088 ,-2.656 ,1.145 ,4.292 ,-1.323 
Rh0.85Pd0.15_111,-1.616 ,1803.510 ,1565.405 ,-3.266 ,-0.820 ,1.808 ,1.003 ,85.118 ,64.645 ,-3.101 ,1.754 ,2.275 ,1.662 ,167.467 ,39.194 ,-6.027 ,-3.303 ,1.114 ,1.072 ,-0.876 
Pd0.3Ir0.7_111,-1.894 ,1447.563 ,583.548 ,-3.276 ,-0.352 ,3.285 ,0.890 ,92.734 ,54.911 ,-3.576 ,1.928 ,3.168 ,1.607 ,149.433 ,34.854 ,-7.077 ,-3.551 ,1.708 ,0.923 ,-0.591 
Rh0.75Cu0.25_111,-1.669 ,2000.225 ,611.512 ,-3.284 ,-0.955 ,2.484 ,0.670 ,80.049 ,56.706 ,-3.414 ,2.512 ,2.491 ,0.923 ,142.688 ,31.339 ,-6.171 ,1.404 ,1.341 ,1.882 ,-1.089 
Rh0.9Cu0.1_111,-1.570 ,1987.270 ,1683.220 ,-3.288 ,-0.952 ,1.310 ,1.158 ,87.537 ,64.684 ,-3.127 ,1.690 ,2.343 ,1.649 ,164.899 ,37.976 ,-6.063 ,-3.325 ,1.196 ,0.931 ,-0.883 
Rh0.15Ir0.85_111,-1.739 ,1345.448 ,1204.743 ,-3.294 ,0.304 ,1.352 ,0.926 ,70.117 ,65.311 ,-5.738 ,-1.430 ,2.083 ,2.852 ,163.218 ,38.049 ,-7.101 ,-3.372 ,1.704 ,1.002 ,-0.223 
Rh0.1Ir0.9_111,-1.754 ,1331.526 ,1197.064 ,-3.296 ,0.334 ,1.360 ,0.925 ,102.534 ,18.349 ,-3.242 ,-6.525 ,3.699 ,1.064 ,163.277 ,38.062 ,-7.133 ,-3.381 ,1.720 ,1.004 ,-0.198 
Rh0.95Cu0.05_111,-1.671 ,2225.297 ,1346.992 ,-3.307 ,-1.174 ,2.414 ,0.775 ,89.610 ,37.705 ,-3.214 ,-5.506 ,2.104 ,1.004 ,167.838 ,44.961 ,-5.830 ,-2.998 ,1.183 ,1.339 ,-1.252 
Rh0.8Pt0.2_111,-1.702 ,1649.431 ,1522.068 ,-3.308 ,-0.783 ,1.777 ,1.055 ,82.700 ,55.937 ,-3.277 ,1.424 ,2.765 ,1.105 ,138.353 ,35.547 ,-6.349 ,-3.315 ,1.503 ,0.901 ,-0.811 
Ir0.95Cu0.05_111,-1.716 ,1333.776 ,965.870 ,-3.315 ,0.528 ,1.478 ,0.851 ,70.922 ,69.697 ,-1.603 ,-5.922 ,2.922 ,2.088 ,169.006 ,38.413 ,-7.220 ,-3.442 ,1.715 ,0.981 ,-0.174 
Rh0.05Ir0.95_111,-1.706 ,1320.522 ,1178.386 ,-3.317 ,0.407 ,1.366 ,0.911 ,72.050 ,65.599 ,-1.775 ,-5.909 ,3.066 ,2.064 ,168.025 ,38.556 ,-7.173 ,-3.400 ,1.702 ,0.994 ,-0.157 
Rh0.4Ir0.6_111,-1.786 ,1311.044 ,924.563 ,-3.321 ,0.153 ,3.282 ,1.285 ,96.827 ,18.884 ,-3.169 ,-6.067 ,3.593 ,0.935 ,152.893 ,37.458 ,-6.851 ,-3.270 ,1.717 ,0.957 ,-0.391 
Rh0.8Pd0.2_111,-1.641 ,1836.939 ,1618.556 ,-3.345 ,-0.921 ,1.717 ,1.036 ,83.657 ,64.342 ,-3.151 ,1.667 ,2.245 ,1.658 ,166.346 ,39.135 ,-6.047 ,-3.349 ,1.109 ,1.051 ,-0.927 
Pd0.55Cu0.45_111,-1.055 ,2556.569 ,502.272 ,-3.345 ,-5.891 ,1.860 ,0.704 ,58.425 ,47.900 ,0.818 ,-3.707 ,2.620 ,1.161 ,103.445 ,35.244 ,-6.421 ,4.544 ,1.512 ,0.603 ,-1.778 
Rh0.6Ir0.4_111,-1.494 ,1360.294 ,1352.204 ,-3.358 ,-1.032 ,1.101 ,1.545 ,93.402 ,65.086 ,-2.881 ,-5.580 ,1.653 ,1.665 ,152.777 ,42.267 ,-6.556 ,-3.123 ,1.447 ,1.310 ,-0.534 
Rh0.65Cu0.35_111,-0.407 ,1857.759 ,672.171 ,-3.360 ,-3.493 ,2.579 ,0.587 ,80.078 ,56.258 ,-3.617 ,2.231 ,2.527 ,0.881 ,137.455 ,32.899 ,-6.240 ,0.961 ,1.450 ,1.978 ,-1.212 
Rh0.35Ir0.65_111,-1.482 ,1291.034 ,904.645 ,-3.365 ,0.188 ,3.235 ,0.721 ,97.075 ,16.713 ,-3.189 ,-6.204 ,3.614 ,1.013 ,149.945 ,37.145 ,-6.911 ,-3.283 ,1.748 ,1.002 ,-0.367 
Ir0.95Pt0.05_111,-1.720 ,1307.684 ,1159.622 ,-3.366 ,0.428 ,1.420 ,0.908 ,72.682 ,65.717 ,-1.800 ,-5.982 ,3.067 ,2.066 ,170.950 ,38.576 ,-7.226 ,-3.441 ,1.692 ,0.995 ,-0.135 
Pd0.05Ir0.95_111,-1.740 ,1348.207 ,1149.752 ,-3.382 ,0.315 ,1.350 ,0.944 ,70.280 ,67.253 ,-5.850 ,-1.513 ,2.083 ,2.871 ,167.939 ,38.438 ,-7.186 ,-3.444 ,1.691 ,0.973 ,-0.204 
Rh0.65Ir0.35_111,-1.556 ,1405.492 ,1374.816 ,-3.382 ,-1.054 ,1.107 ,1.543 ,97.132 ,63.543 ,-2.927 ,-5.673 ,1.763 ,1.495 ,147.264 ,37.872 ,-6.539 ,-3.117 ,1.630 ,1.007 ,-0.553 
Rh0.3Ir0.7_111,-1.464 ,1266.789 ,906.560 ,-3.385 ,0.229 ,3.264 ,0.740 ,98.285 ,18.314 ,-3.198 ,-6.183 ,3.638 ,0.979 ,155.354 ,37.706 ,-6.955 ,-3.306 ,1.725 ,0.968 ,-0.328 
Rh0.55Ir0.45_111,-1.488 ,1381.427 ,1324.339 ,-3.387 ,-0.995 ,1.135 ,1.560 ,93.705 ,21.355 ,-3.113 ,-5.853 ,3.507 ,0.864 ,153.383 ,37.940 ,-6.670 ,-3.241 ,1.619 ,0.966 ,-0.496 
Rh0.5Ir0.5_111,-1.517 ,1335.705 ,1278.708 ,-3.393 ,-0.982 ,1.129 ,1.597 ,89.020 ,71.335 ,-2.980 ,-5.566 ,1.461 ,1.754 ,153.760 ,37.932 ,-6.751 ,-3.261 ,1.648 ,0.972 ,-0.451 
Rh0.75Pd0.25_111,-1.667 ,1866.819 ,1629.886 ,-3.399 ,-1.005 ,1.708 ,1.028 ,81.830 ,63.846 ,-3.218 ,1.574 ,2.269 ,1.617 ,165.260 ,38.247 ,-6.064 ,-3.409 ,1.103 ,1.024 ,-0.981 
Ir0.95Au0.05_111,-1.731 ,1281.714 ,996.464 ,-3.409 ,0.513 ,1.559 ,0.841 ,103.973 ,21.267 ,-3.278 ,-6.680 ,3.725 ,1.059 ,170.337 ,37.882 ,-7.248 ,-3.488 ,1.697 ,1.025 ,-0.158 
Rh0.7Pd0.3_111,-1.700 ,1890.154 ,1636.840 ,-3.418 ,-1.044 ,1.695 ,1.018 ,81.047 ,63.565 ,-3.249 ,1.531 ,2.260 ,1.620 ,165.053 ,37.256 ,-6.073 ,-3.472 ,1.098 ,0.984 ,-1.007 
Ir0.95Ag0.05_111,-1.731 ,1284.755 ,969.613 ,-3.423 ,0.514 ,1.551 ,0.842 ,71.125 ,69.560 ,-5.924 ,-1.537 ,2.044 ,2.866 ,170.582 ,37.943 ,-7.219 ,-3.487 ,1.677 ,1.019 ,-0.179 
Pd0.1Ir0.9_111,-1.781 ,1353.857 ,1126.541 ,-3.428 ,0.017 ,1.420 ,1.262 ,100.114 ,52.315 ,-3.376 ,2.309 ,3.348 ,1.513 ,160.404 ,36.490 ,-7.167 ,-3.469 ,1.701 ,0.979 ,-0.296 
Rh0.75Ag0.25_111,-1.770 ,1356.248 ,1088.233 ,-3.433 ,-1.160 ,2.102 ,0.923 ,63.563 ,54.049 ,-3.141 ,2.514 ,2.365 ,0.929 ,90.308 ,42.877 ,-6.392 ,-4.423 ,1.003 ,2.847 ,-1.110 
Pd0.15Ir0.85_111,-1.840 ,1371.932 ,1126.414 ,-3.438 ,-0.051 ,1.477 ,1.277 ,99.149 ,52.924 ,-3.395 ,2.270 ,3.333 ,1.527 ,160.700 ,35.677 ,-7.127 ,-3.509 ,1.681 ,0.970 ,-0.345 
Rh0.7Pt0.3_111,-1.614 ,1549.791 ,1020.061 ,-3.447 ,-0.808 ,2.979 ,0.823 ,81.739 ,57.599 ,-3.397 ,1.619 ,2.708 ,1.441 ,132.663 ,33.811 ,-6.490 ,-3.427 ,1.595 ,0.842 ,-0.846 
Rh0.85Au0.15_111,-1.759 ,1620.935 ,1023.541 ,-3.451 ,-0.869 ,2.985 ,0.837 ,81.545 ,62.296 ,-3.220 ,1.464 ,2.742 ,1.164 ,130.153 ,38.359 ,-6.251 ,-2.774 ,1.583 ,1.583 ,-0.894 
Ir0.85Pt0.15_111,-1.110 ,1293.962 ,1162.022 ,-3.463 ,0.075 ,1.481 ,1.245 ,71.883 ,65.177 ,-1.977 ,-5.966 ,2.748 ,2.087 ,165.312 ,36.786 ,-7.249 ,-3.515 ,1.684 ,0.985 ,-0.217 
Rh0.65Pd0.35_111,-0.924 ,1918.220 ,1641.059 ,-3.478 ,-1.134 ,1.717 ,1.007 ,79.339 ,63.240 ,-3.311 ,1.441 ,2.273 ,1.590 ,163.556 ,36.365 ,-6.076 ,-3.506 ,1.096 ,0.961 ,-1.076 
Pt0.5Cu0.5_111,-0.620 ,2120.326 ,83.848 ,-3.481 ,2.399 ,2.016 ,1.875 ,67.174 ,61.582 ,1.911 ,-4.736 ,3.166 ,2.707 ,99.162 ,54.554 ,-7.215 ,4.340 ,2.022 ,0.762 ,-1.491 
Ir0.9Au0.1_111,-1.661 ,1261.462 ,1091.698 ,-3.486 ,0.054 ,1.886 ,1.258 ,98.005 ,43.275 ,-3.679 ,2.171 ,4.146 ,1.128 ,163.675 ,34.148 ,-7.286 ,-3.632 ,1.717 ,1.049 ,-0.265 
Rh0.6Pd0.4_111,-1.699 ,1588.460 ,1331.688 ,-3.487 ,-1.159 ,1.739 ,0.995 ,63.907 ,52.620 ,-3.345 ,1.275 ,2.446 ,1.259 ,133.895 ,29.820 ,-6.084 ,-3.529 ,1.093 ,0.955 ,-1.098 
Pd0.35Ir0.65_111,-1.764 ,1432.952 ,697.866 ,-3.494 ,-0.575 ,3.123 ,1.017 ,89.636 ,54.473 ,-3.649 ,1.808 ,3.146 ,1.631 ,142.407 ,33.291 ,-7.015 ,-3.535 ,1.750 ,0.877 ,-0.685 
Rh0.65Pt0.35_111,-1.711 ,1536.632 ,1019.772 ,-3.495 ,-0.853 ,2.992 ,0.830 ,81.087 ,56.503 ,-3.464 ,1.549 ,2.762 ,1.402 ,133.580 ,34.168 ,-6.614 ,-3.444 ,1.623 ,0.875 ,-0.857 
Pd0.4Ir0.6_111,-1.848 ,1334.169 ,633.264 ,-3.497 ,-0.635 ,3.060 ,1.056 ,61.102 ,58.648 ,2.537 ,-5.536 ,1.252 ,2.153 ,125.368 ,30.036 ,-7.029 ,-3.540 ,1.784 ,0.928 ,-0.702 
Rh0.55Pd0.45_111,-1.635 ,1800.599 ,1470.804 ,-3.511 ,-1.244 ,1.756 ,0.950 ,70.405 ,56.121 ,-3.399 ,2.667 ,2.233 ,0.971 ,147.545 ,32.887 ,-6.088 ,-3.584 ,1.089 ,0.918 ,-1.150 
Pd0.6Cu0.4_111,-1.008 ,2425.578 ,74.867 ,-3.511 ,1.263 ,1.978 ,0.867 ,58.390 ,49.659 ,0.915 ,-3.661 ,2.567 ,1.178 ,104.981 ,33.239 ,-6.362 ,4.647 ,1.459 ,0.592 ,-1.781 
Ir0.8Pt0.2_111,-1.828 ,1301.088 ,1142.607 ,-3.525 ,0.008 ,1.583 ,1.231 ,97.347 ,44.837 ,-3.737 ,2.166 ,3.979 ,1.188 ,164.483 ,36.584 ,-7.269 ,-3.569 ,1.677 ,0.976 ,-0.267 
Pt0.45Cu0.55_111,-1.414 ,2171.927 ,81.199 ,-3.531 ,2.327 ,1.970 ,1.944 ,70.288 ,62.114 ,1.551 ,-4.618 ,2.468 ,2.849 ,97.961 ,54.862 ,-7.206 ,4.346 ,2.049 ,0.745 ,-1.511 
Ir0.9Ag0.1_111,-1.774 ,1285.206 ,1053.215 ,-3.534 ,0.048 ,1.949 ,1.278 ,97.768 ,48.081 ,-3.281 ,1.957 ,3.580 ,0.984 ,163.342 ,33.768 ,-7.193 ,-3.671 ,1.659 ,1.041 ,-0.301 
Rh0.5Pd0.5_111,-0.913 ,1565.089 ,1244.591 ,-3.543 ,-1.322 ,1.759 ,0.931 ,59.169 ,46.762 ,-3.447 ,2.579 ,2.160 ,0.965 ,124.616 ,28.189 ,-6.106 ,-3.593 ,1.085 ,0.915 ,-1.203 
Ir0.85Au0.15_111,0.093 ,1258.816 ,1051.428 ,-3.567 ,-0.060 ,2.087 ,1.331 ,98.238 ,44.338 ,-3.605 ,1.867 ,3.892 ,0.923 ,161.479 ,31.606 ,-7.273 ,-3.688 ,1.732 ,1.034 ,-0.312 
Rh0.45Pd0.55_111,-0.918 ,1606.909 ,1303.048 ,-3.582 ,-1.374 ,1.741 ,0.925 ,59.661 ,47.726 ,-3.463 ,2.520 ,2.147 ,0.958 ,126.286 ,28.479 ,-6.108 ,-3.610 ,1.084 ,0.907 ,-1.237 
Ir0.75Pt0.25_111,-1.759 ,1329.741 ,1166.652 ,-3.582 ,-0.119 ,1.597 ,1.238 ,96.303 ,45.076 ,-3.788 ,2.087 ,3.936 ,1.219 ,164.482 ,36.634 ,-7.286 ,-3.610 ,1.674 ,0.968 ,-0.329 
Rh0.55Pt0.45_111,-1.582 ,1399.518 ,936.981 ,-3.583 ,-0.925 ,2.958 ,0.846 ,73.901 ,51.794 ,-3.421 ,2.654 ,2.455 ,0.973 ,119.592 ,30.090 ,-6.744 ,-3.540 ,1.702 ,0.838 ,-0.887 
Pd0.6Ir0.4_111,-0.865 ,1562.325 ,695.220 ,-3.590 ,-1.211 ,2.835 ,0.899 ,73.817 ,51.346 ,-3.596 ,2.449 ,2.234 ,0.983 ,120.276 ,29.173 ,-6.764 ,-3.612 ,1.682 ,0.816 ,-1.040 
Cu0.35Ag0.65_111,-0.417 ,2174.127 ,1952.322 ,-3.595 ,-5.913 ,0.647 ,1.691 ,72.666 ,56.760 ,0.564 ,4.049 ,2.440 ,0.980 ,89.879 ,80.394 ,-7.564 ,3.669 ,1.117 ,1.211 ,-1.635 
Rh0.8Au0.2_111,-1.738 ,1598.919 ,1022.029 ,-3.599 ,-0.979 ,3.019 ,0.843 ,80.231 ,52.404 ,-3.562 ,1.117 ,3.175 ,0.944 ,107.538 ,35.363 ,-6.474 ,-2.439 ,1.520 ,4.895 ,-0.948 
Pd0.5Cu0.5_111,-1.244 ,2594.490 ,81.865 ,-3.608 ,2.064 ,1.843 ,1.721 ,61.646 ,46.719 ,0.763 ,-5.404 ,2.627 ,1.679 ,101.381 ,39.283 ,-6.452 ,4.457 ,1.617 ,0.589 ,-1.796 
Pd0.45Ir0.55_111,-1.861 ,1402.604 ,708.673 ,-3.611 ,-0.830 ,2.921 ,1.048 ,64.367 ,57.222 ,2.371 ,-5.548 ,1.286 ,1.975 ,128.628 ,30.329 ,-6.930 ,-3.597 ,1.698 ,0.870 ,-0.823 
Ir0.7Pt0.3_111,-1.849 ,1335.410 ,1184.686 ,-3.621 ,-0.193 ,1.553 ,1.253 ,94.872 ,44.680 ,-3.828 ,2.019 ,3.940 ,1.207 ,164.015 ,36.435 ,-7.306 ,-3.658 ,1.661 ,0.959 ,-0.348 
Rh0.4Pd0.6_111,-1.770 ,1672.137 ,1359.422 ,-3.621 ,-1.464 ,1.680 ,0.903 ,59.192 ,47.937 ,-3.544 ,2.448 ,2.156 ,0.950 ,127.300 ,28.863 ,-6.121 ,-3.674 ,1.076 ,0.867 ,-1.297 
Ir0.8Au0.2_111,-1.914 ,1292.918 ,1003.759 ,-3.623 ,-0.250 ,2.255 ,1.398 ,96.087 ,31.988 ,-3.710 ,1.353 ,3.893 ,0.883 ,162.051 ,33.853 ,-7.350 ,-3.449 ,1.700 ,1.470 ,-0.387 
Pt0.4Cu0.6_111,-0.238 ,2329.667 ,82.782 ,-3.623 ,2.016 ,1.844 ,2.048 ,68.075 ,62.407 ,1.924 ,-4.585 ,1.878 ,2.880 ,95.975 ,53.543 ,-7.183 ,4.228 ,2.095 ,0.739 ,-1.570 
Pd0.5Ir0.5_111,-0.829 ,1436.047 ,715.042 ,-3.625 ,-0.905 ,2.887 ,1.021 ,63.793 ,57.718 ,2.350 ,-5.600 ,1.254 ,1.892 ,127.636 ,30.134 ,-6.917 ,-3.608 ,1.683 ,0.883 ,-0.864 
Rh0.5Pt0.5_111,-1.648 ,1395.031 ,930.763 ,-3.629 ,-0.968 ,2.955 ,0.846 ,73.866 ,49.358 ,-3.483 ,2.559 ,2.401 ,0.963 ,120.627 ,30.751 ,-6.840 ,-3.611 ,1.704 ,0.844 ,-0.899 
Rh0.7Ag0.3_111,-1.485 ,1307.375 ,1120.055 ,-3.641 ,-1.260 ,1.999 ,1.031 ,59.718 ,48.117 ,-3.022 ,2.432 ,2.358 ,0.885 ,90.417 ,39.740 ,-6.356 ,-4.041 ,1.033 ,3.150 ,-1.141 
Pt0.35Cu0.65_111,-1.198 ,2408.878 ,86.027 ,-3.645 ,1.868 ,1.786 ,2.024 ,69.582 ,62.793 ,1.777 ,-4.590 ,1.865 ,2.840 ,94.018 ,53.791 ,-7.161 ,4.064 ,2.142 ,0.768 ,-1.572 
Rh0.35Pd0.65_111,-0.957 ,1652.305 ,1349.147 ,-3.650 ,-1.511 ,1.701 ,0.903 ,58.059 ,47.143 ,-3.527 ,2.399 ,2.079 ,0.954 ,128.521 ,30.238 ,-6.095 ,-3.649 ,0.865 ,1.636 ,-1.323 
Rh0.45Pt0.55_111,-1.322 ,1393.445 ,939.501 ,-3.652 ,-0.985 ,2.968 ,0.842 ,74.149 ,48.822 ,-3.472 ,2.528 ,2.346 ,0.956 ,125.285 ,31.549 ,-6.907 ,-3.654 ,1.657 ,0.869 ,-0.898 
Rh0.3Pd0.7_111,-0.948 ,1630.305 ,1299.134 ,-3.668 ,-1.584 ,1.685 ,0.879 ,54.960 ,44.772 ,-3.589 ,2.333 ,2.060 ,0.944 ,123.367 ,28.790 ,-6.099 ,-3.709 ,0.854 ,1.574 ,-1.379 
Ir0.65Pt0.35_111,-2.072 ,1362.037 ,1194.005 ,-3.680 ,-0.287 ,1.559 ,1.229 ,93.842 ,44.964 ,-3.893 ,1.935 ,3.885 ,1.243 ,163.671 ,36.438 ,-7.326 ,-3.704 ,1.660 ,0.950 ,-0.415 
